1	0.7 	0.2 	1 
1	0.7 	0.2 	1 
0	0.5 	0.2 	1 
1	0.35 	0.2 	1 
0	0.75 	0.2 	1 
0	0.55 	0.2 	1 
1	0.3 	0.2 	1 
0	0.65 	0.2 	1 
1	0.65 	0.2 	1 
1	0.35 	0.2 	1 
1	0.3 	0.2 	1 
1	0.65 	0.5 	1 
1	0.65 	0.5 	1 
1	0.65 	0.5 	1 
1	0.65 	0.5 	1 
1	0.7 	0.5 	1 
1	0.4 	0.5 	1 
1	0.6 	0.5 	1 
1	0.55 	0.5 	1 
0	0.55 	0.5 	1 
1	0.6 	0.5 	1 
1	0.55 	0.3 	1 
0	0.7 	0.3 	1 
0	0.5 	0.3 	1 
0	0.75 	0.3 	1 
0	0.45 	0.3 	1 
1	0.55 	0.3 	1 
0	0.65 	0.3 	1 
0	0.45 	0.3 	1 
0	0.3 	0.3 	1 
1	0.45 	0.3 	1 
1	0.75 	0.7 	1 
1	0.7 	0.7 	1 
1	0.35 	0.7 	1 
0	0.55 	0.7 	1 
1	0.4 	0.7 	1 
0	0.6 	0.7 	1 
0	0.75 	0.7 	1 
0	0.3 	0.7 	1 
0	0.55 	0.7 	1 
0	0.65 	0.7 	1 
0	0.5 	0.5 	1 
0	0.55 	0.5 	1 
1	0.25 	0.5 	1 
1	0.4 	0.5 	1 
1	0.5 	0.5 	1 
1	0.55 	0.5 	1 
1	0.3 	0.5 	1 
1	0.45 	0.5 	1 
1	0.55 	0.5 	1 
0	0.45 	0.5 	1 
1	0.7 	0.1 	1 
0	0.3 	0.1 	1 
0	0.65 	0.1 	1 
1	0.4 	0.1 	1 
1	0.3 	0.1 	1 
1	0.55 	0.1 	1 
0	0.45 	0.1 	1 
0	0.65 	0.1 	1 
1	0.55 	0.1 	1 
1	0.35 	0.1 	1 
0	0.55 	0.4 	1 
1	0.65 	0.4 	1 
1	0.65 	0.4 	0 
1	0.65 	0.4 	0 
1	0.45 	0.4 	0 
1	0.35 	0.4 	0 
1	0.65 	0.4 	0 
1	0.4 	0.4 	0 
0	0.3 	0.4 	0 
1	0.7 	0.4 	0 
0	0.4 	0.5 	0 
1	0.5 	0.5 	0 
1	0.4 	0.5 	1 
0	0.25 	0.5 	1 
1	0.25 	0.5 	1 
1	0.7 	0.5 	1 
0	0.3 	0.5 	1 
1	0.75 	0.5 	1 
0	0.35 	0.5 	1 
0	0.55 	0.5 	1 
1	0.65 	0.6 	1 
0	0.35 	0.6 	1 
0	0.55 	0.6 	1 
1	0.6 	0.6 	1 
0	0.4 	0.6 	1 
1	0.4 	0.6 	1 
1	0.6 	0.6 	1 
1	0.3 	0.6 	1 
1	0.5 	0.6 	1 
1	0.75 	0.6 	1 
1	0.45 	0.3 	1 
1	0.3 	0.3 	1 
0	0.45 	0.3 	1 
0	0.45 	0.3 	1 
1	0.5 	0.3 	1 
0	0.5 	0.3 	1 
0	0.45 	0.3 	1 
1	0.6 	0.3 	1 
0	0.7 	0.3 	1 
1	0.55 	0.3 	1 
